symbol	phenotype_score	fraction_of_max	n_terms_matched	matched_terms	in_disease_panel
TUBB4A	1.267	0.0477	1	HP:0004322(Short stature)	yes
TUBGCP4	1.267	0.0477	1	HP:0004322(Short stature)	yes
TUBGCP6	1.267	0.0477	1	HP:0004322(Short stature)	yes
TWIST1	1.267	0.0477	1	HP:0004322(Short stature)	yes
TXNL4A	1.267	0.0477	1	HP:0004322(Short stature)	yes
UBE2T	1.267	0.0477	1	HP:0004322(Short stature)	yes
UBE3A	1.267	0.0477	1	HP:0004322(Short stature)	yes
UBE4A	1.267	0.0477	1	HP:0004322(Short stature)	yes
UBR5	1.267	0.0477	1	HP:0004322(Short stature)	yes
UBR7	1.267	0.0477	1	HP:0004322(Short stature)	yes
UGGT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
UHRF1	1.267	0.0477	1	HP:0004322(Short stature)	yes
UROC1	1.267	0.0477	1	HP:0004322(Short stature)	yes
UROS	1.267	0.0477	1	HP:0004322(Short stature)	yes
USB1	1.267	0.0477	1	HP:0004322(Short stature)	yes
USP9X	1.267	0.0477	1	HP:0004322(Short stature)	yes
VPS35L	1.267	0.0477	1	HP:0004322(Short stature)	yes
WASHC4	1.267	0.0477	1	HP:0004322(Short stature)	yes
WBP11	1.267	0.0477	1	HP:0004322(Short stature)	no
WDR19	1.267	0.0477	1	HP:0004322(Short stature)	yes
WDR35	1.267	0.0477	1	HP:0004322(Short stature)	yes
WIPI2	1.267	0.0477	1	HP:0004322(Short stature)	yes
WLS	1.267	0.0477	1	HP:0004322(Short stature)	yes
WNT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
WNT4	1.267	0.0477	1	HP:0004322(Short stature)	yes
WNT5A	1.267	0.0477	1	HP:0004322(Short stature)	yes
WNT7A	1.267	0.0477	1	HP:0004322(Short stature)	yes
WRAP53	1.267	0.0477	1	HP:0004322(Short stature)	yes
WT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
XRCC2	1.267	0.0477	1	HP:0004322(Short stature)	yes
XRCC4	1.267	0.0477	1	HP:0004322(Short stature)	yes
XYLT1	1.267	0.0477	1	HP:0004322(Short stature)	yes
XYLT2	1.267	0.0477	1	HP:0004322(Short stature)	yes
YME1L1	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZBTB18	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZBTB24	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZMYM2	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZMYM3	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZNF148	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZNF407	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZPR1	1.267	0.0477	1	HP:0004322(Short stature)	yes
ZSWIM7	1.267	0.0477	1	HP:0004322(Short stature)	no
