symbol	panel_tier	n_sources	sources	n_nominations	has_experimental_evidence	in_core_panel	n_specific_go_terms	specific_go_terms	go_terms	reactome_pathways	string_seeds	known_mva_gene	ensembl_gene_id	gnomad_transcript	gnomad_loeuf	gnomad_oe_lof	gnomad_pli	gnomad_mis_z	constraint_bin
PSMC3IP	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	29893	NM_016556.4	0.981	0.707	0.000	0.66	moderate
PSMC4	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5704	NM_006503.4	0.407	0.256	1.000	4.85	constrained
PSMC5	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5705	NM_002805.6	0.386	0.233	1.000	4.65	constrained
PSMC6	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5706	NM_002806.5	0.185	0.071	1.000	4.01	highly_constrained
PSMD1	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5707	NM_002807.4	0.193	0.107	1.000	4.74	highly_constrained
PSMD11	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5717	NM_002815.4	0.082	0.017	1.000	3.57	highly_constrained
PSMD12	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5718	NM_002816.5	0.232	0.117	1.000	1.95	highly_constrained
PSMD13	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5719	NM_002817.4	0.246	0.136	1.000	1.46	highly_constrained
PSMD14	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	10213	NM_005805.6	0.373	0.144	0.998	3.51	constrained
PSMD2	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5708	NM_002808.5	0.141	0.078	1.000	4.11	highly_constrained
PSMD3	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5709	NM_002809.4	0.171	0.081	1.000	2.59	highly_constrained
PSMD6	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	9861	NM_014814.3	0.327	0.174	1.000	1.22	highly_constrained
PSMD7	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5713	NM_002811.5	0.676	0.408	0.320	1.60	moderate
PSMD8	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	5714	NM_002812.5	1.250	0.922	0.000	-1.25	unconstrained
PSRC1	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	ENSG00000134222	ENST00000409138	1.280	0.943	0.000	-0.01	unconstrained
PTEN	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	5728	NM_000314.8	0.685	0.457	0.049	4.12	moderate
PTTG3P	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
RAB11A	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	8766	NM_004663.5	0.577	0.320	0.877	3.57	constrained
RAB24	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation)			no	53917	NM_001031677.4	0.437	0.242	0.997	1.89	constrained
RACGAP1	5	1	GO	5	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	29127	NM_001319999.2	0.522	0.376	0.869	2.78	constrained
RAD17	5	1	STRING	1	yes	no	0				SMC5	no	5884	NM_133338.3	0.527	0.382	0.806	1.36	constrained
RAD51	5	1	STRING	2	yes	no	0				SMC5,TRIP13	no	5888	NM_002875.5	0.467	0.288	0.995	3.65	constrained
RAD51C	5	1	GO	1	no	no	0		GO:0007062 (sister chromatid cohesion)			no	5889	NM_058216.3	1.139	0.881	0.000	0.03	unconstrained
RAD52	5	1	STRING	1	yes	no	0				SMC5	no	5893	NM_134424.4	1.185	0.934	0.000	1.07	unconstrained
RAD9A	5	1	STRING	1	yes	no	0				SMC5	no	5883	NM_004584.3	0.866	0.620	0.000	0.17	moderate
RAE1	5	1	STRING	1	yes	no	0				BUB1	no	8480	NM_003610.4	0.411	0.249	1.000	3.47	constrained
RAN	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	5901	NM_006325.5	0.240	0.076	1.000	4.76	highly_constrained
RANGRF	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	29098	NM_016492.5	1.107	0.738	0.000	0.63	unconstrained
RCC1	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	1104	NM_001381865.2	0.396	0.239	1.000	2.78	constrained
RECQL5	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	9400	NM_004259.7	1.028	0.862	0.000	0.61	unconstrained
REDIC1	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
RGS14	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation)			no	10636	NM_006480.5	0.737	0.554	0.000	0.10	moderate
RHOA	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	387	NM_001664.4	0.433	0.168	0.990	4.57	constrained
RIOK3	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	8780	NM_003831.5	0.906	0.618	0.000	0.87	moderate
RMDN1	5	1	GO	2	no	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	51115	NM_016033.3	1.221	0.804	0.000	-1.00	unconstrained
RMI1	5	1	STRING	1	yes	no	0				SMC5	no	80010	NM_001358291.2	0.997	0.755	0.000	1.01	moderate
RNF103-CHMP3	5	1	GO	5	no	no	0		GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	100526767	NM_001198954.1	0.718	0.443	0.130	1.37	moderate
RNF212	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation)			no	285498	NM_001131034.4	1.348	0.815	0.000	-0.12	unconstrained
RNF212B	5	1	GO	5	no	no	0		GO:0007059 (chromosome segregation)			no	100507650	NM_001282322.3	1.000	0.590	0.010	1.03	unconstrained
RNF4	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	6047	NM_002938.5	0.584	0.311	0.876	1.13	constrained
RPS27	5	1	Reactome	5	yes	no	0			R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	6232	NM_001030.6	0.520	0.110	0.932	1.67	constrained
RPS27A	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	6233	NM_002954.6	0.377	0.079	0.987	2.09	constrained
RPS3	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	6188	NM_001005.5	0.205	0.043	1.000	3.99	highly_constrained
RRS1	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	23212	NM_015169.4	0.713	0.431	0.189	0.30	moderate
SAC3D1	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)			no	29901	NM_013299.4	1.945	1.619	0.000	-1.44	unconstrained
SACK1D	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
SEM1	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	7979	NM_006304.2	0.754	0.000	0.770	-0.08	moderate
SENP6	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	26054	NM_015571.4	0.322	0.202	1.000	0.54	highly_constrained
SETDB2	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	83852	NM_001160308.3	0.858	0.655	0.000	1.95	moderate
SFI1	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	9814	NM_001007467.3	1.072	0.945	0.000	-0.61	unconstrained
SHLD3	5	1	STRING	1	yes	no	0				TRIP13	no	112441434	NM_001365341.2	1.019	0.662	0.000	0.56	unconstrained
SHOC1	5	1	GO	3	yes	no	0		GO:0007059 (chromosome segregation)			no	158401	NM_001378211.1	0.892	0.714	0.000	1.41	moderate
SIN3A	5	1	GO	1	no	no	0		GO:0000776 (kinetochore)			no	25942	NM_001145358.2	0.140	0.083	1.000	5.17	highly_constrained
SIRT2	5	1	GO	4	no	no	0		GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	22933	NM_012237.4	1.032	0.800	0.000	1.04	unconstrained
SIRT7	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation)			no	51547	NM_016538.3	1.081	0.809	0.000	-0.40	unconstrained
SMARCA5	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	8467	NM_003601.4	0.222	0.097	1.000	4.05	highly_constrained
SMARCAD1	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	56916	NM_020159.5	0.257	0.172	1.000	4.22	highly_constrained
SPATA22	5	1	GO	8	no	no	0		GO:0007059 (chromosome segregation)			no	84690	NM_001170698.2	0.913	0.593	0.002	0.51	moderate
SPIDR	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	23514	NM_001080394.4	0.978	0.803	0.000	0.31	moderate
SPO11	5	1	STRING	1	yes	no	0				TRIP13	no	23626	NM_012444.3	1.261	0.806	0.000	1.05	unconstrained
SRPK1	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	6732	NM_003137.5	0.763	0.573	0.000	2.20	moderate
SSNA1	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	8636	NM_003731.3	1.745	1.138	0.000	-0.97	unconstrained
STARD9	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	57519	NM_020759.3	0.909	0.828	0.000	0.42	moderate
STN1	5	1	STRING	1	yes	no	0				SMC5	no	79991	NM_024928.5	0.975	0.671	0.000	1.22	moderate
SUMO1	5	1	STRING	1	yes	no	0				SMC5	no	7341	NM_003352.8	1.064	0.000	0.638	1.29	unconstrained
SUMO4	5	1	STRING	1	yes	no	0				SMC5	no	387082	NM_001002255.2	1.640	0.689	0.084	-0.25	unconstrained
SUN1	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	23353	NM_001130965.3	0.712	0.570	0.000	0.05	moderate
SYCE1	5	1	GO	9	yes	no	0		GO:0007059 (chromosome segregation)			no	93426	NM_001143764.3	0.900	0.687	0.000	0.39	moderate
SYCE1L	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	100130958	NM_001129979.3	1.673	1.327	0.000	-3.10	unconstrained
SYCE2	5	1	GO	6	yes	no	0		GO:0007059 (chromosome segregation)			no	256126	NM_001105578.2	0.348	0.166	1.000	1.56	highly_constrained
SYCE3	5	1	GO	4	yes	no	0		GO:0007059 (chromosome segregation)			no	644186	NM_001123225.3	0.802	0.255	0.674	1.06	moderate
SYCP1	5	1	GO	12	yes	no	0		GO:0007059 (chromosome segregation)			no	6847	NM_003176.4	0.405	0.250	1.000	0.09	constrained
SYCP2	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	10388	NM_014258.4	0.365	0.252	1.000	0.13	constrained
SYCP3	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	50511	NM_001177949.2	1.063	0.744	0.000	0.83	unconstrained
TAOK1	5	1	Reactome	5	yes	no	0			R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	57551	NM_020791.4	0.216	0.138	1.000	5.93	highly_constrained
TENT5C	5	1	STRING	1	yes	no	0				CEP192	no	54855	NM_017709.4	0.448	0.213	0.992	2.59	constrained
TERB1	5	1	GO	10	no	no	0		GO:0007059 (chromosome segregation)			no	283847	NM_001136505.2	1.075	0.817	0.000	1.75	unconstrained
TERB2	5	1	GO	8	no	no	0		GO:0007059 (chromosome segregation)			no	145645	NM_152448.3	1.089	0.707	0.000	0.22	unconstrained
TEX11	5	1	GO	3	yes	no	0		GO:0007059 (chromosome segregation)			no	NA	NA	NA	NA	NA	NA	no_constraint_data
TEX12	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	56158	NM_031275.4	1.807	0.776	0.111	0.30	unconstrained
TEX14	5	1	GO	38	no	no	0		GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)			no	56155	NM_031272.5	1.043	0.889	0.000	0.57	unconstrained
TEX15	5	1	GO	6	no	no	0		GO:0007059 (chromosome segregation)			no	56154	NM_001350162.2	0.789	0.690	0.000	0.27	moderate
TK1	5	1	STRING	1	yes	no	0				TRIP13	no	7083	NM_003258.5	1.015	0.613	0.005	1.15	unconstrained
TLK1	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	9874	NM_012290.5	0.338	0.225	1.000	4.11	highly_constrained
TLK2	5	1	GO	2	yes	no	0		GO:0007059 (chromosome segregation)			no	11011	NM_006852.6	0.103	0.045	1.000	6.55	highly_constrained
TOP1	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	7150	NM_003286.4	0.122	0.053	1.000	5.36	highly_constrained
TOP2B	5	1	GO	2	no	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	7155	NM_001330700.2	0.328	0.244	1.000	3.70	highly_constrained
TP53BP1	5	1	GO	1	no	no	0		GO:0000776 (kinetochore)			no	7158	NM_001141980.3	0.364	0.291	1.000	2.68	constrained
TRIM33	5	1	STRING	1	yes	no	0				BUB1B	no	51592	NM_015906.4	0.230	0.139	1.000	2.75	highly_constrained
TTL	5	1	GO	1	yes	no	0		GO:0007059 (chromosome segregation)			no	150465	NM_153712.5	0.423	0.249	0.999	1.78	constrained
TTN	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	7273	NM_001267550.2	0.479	0.459	0.000	7.05	constrained
TUBA1B	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	10376	NM_006082.3	0.129	0.027	1.000	8.20	highly_constrained
TUBA1C	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	84790	NM_032704.5	0.688	0.453	0.063	3.99	moderate
TUBA3C	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	7278	NM_006001.3	0.924	0.662	0.000	3.35	moderate
TUBA3D	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	113457	NM_080386.4	0.972	0.691	0.000	3.59	moderate
TUBA3E	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	112714	NM_207312.3	0.880	0.611	0.000	1.67	moderate
TUBA4A	5	1	Reactome	5	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	7277	NM_006000.3	0.945	0.667	0.000	5.00	moderate
TUBA4B	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	80086	NM_001355221.1	1.109	0.562	0.057	1.13	unconstrained
TUBA8	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	51807	NM_018943.3	1.117	0.820	0.000	1.28	unconstrained
TUBAL3	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	79861	NM_024803.3	1.460	0.885	0.000	-0.30	unconstrained
TUBB	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	203068	NM_178014.4	0.178	0.056	1.000	8.35	highly_constrained
TUBB1	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	81027	NM_030773.4	1.586	1.183	0.000	0.88	unconstrained
TUBB2A	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	7280	NM_001069.3	0.449	0.228	0.994	6.03	constrained
TUBB2B	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	347733	NM_178012.5	0.338	0.161	1.000	6.97	highly_constrained
TUBB3	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	10381	NM_006086.4	0.690	0.460	0.042	5.67	moderate
TUBB4A	5	1	Reactome	5	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	10382	NM_006087.4	0.604	0.380	0.604	5.13	moderate
TUBB4B	5	1	Reactome	5	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	10383	NM_006088.6	0.377	0.201	1.000	6.58	constrained
TUBB6	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	84617	NM_032525.3	0.826	0.536	0.006	2.52	moderate
TUBB8B	5	1	Reactome	3	yes	no	0			R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	260334	NM_001358689.2	1.454	0.970	0.000	-0.35	unconstrained
TUT1	5	1	STRING	1	yes	no	0				CENATAC	no	64852	NM_022830.3	0.796	0.587	0.000	1.02	moderate
TXNL4B	5	1	STRING	1	yes	no	0				CENATAC	no	54957	NM_017853.3	1.535	0.953	0.000	-0.89	unconstrained
UBA52	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	7311	NM_001033930.3	0.293	0.062	0.998	2.44	highly_constrained
UBB	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	7314	NM_018955.4	1.503	0.913	0.000	4.60	unconstrained
UBC	5	1	Reactome	2	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids)		no	7316	NM_021009.7	0.490	0.271	0.985	4.81	constrained
UBE2D1	5	1	Reactome	3	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	7321	NM_003338.5	0.737	0.285	0.701	1.77	moderate
UBE2E1	5	1	Reactome	3	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	7324	NM_003341.5	0.524	0.265	0.962	2.47	constrained
UBE2I	5	1	STRING	1	yes	no	0				SMC5	no	7329	NM_003345.5	0.280	0.108	1.000	3.62	highly_constrained
UBE2S	5	1	Reactome	3	yes	no	0			R-HSA-174184 (Cdh1:APC/C mediated degradation of Cdc20 and other targets); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	27338	NM_014501.3	0.752	0.291	0.677	2.17	moderate
UBR5	5	1	STRING	1	yes	no	0				BUB3	no	51366	NM_015902.6	0.073	0.047	1.000	8.38	highly_constrained
UHRF1	5	1	GO	2	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	29128	NM_001048201.3	0.171	0.098	1.000	5.18	highly_constrained
USP7	5	1	STRING	1	yes	no	0				BUB3	no	7874	NM_003470.3	0.085	0.045	1.000	6.87	highly_constrained
VPS4A	5	1	GO	20	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	27183	NM_013245.3	0.585	0.402	0.397	2.23	constrained
WASHC5	5	1	GO	1	no	no	0		GO:0007059 (chromosome segregation)			no	9897	NM_014846.4	0.792	0.645	0.000	2.52	moderate
WRAP73	5	1	GO	4	yes	no	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)			no	49856	NM_017818.4	1.104	0.877	0.000	0.51	unconstrained
WRN	5	1	STRING	1	yes	no	0				SMC5	no	7486	NM_000553.6	0.900	0.777	0.000	0.99	moderate
YWHAE	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	7531	NM_006761.5	0.175	0.037	1.000	4.06	highly_constrained
YWHAG	5	1	Reactome	3	yes	no	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	7532	NM_012479.4	0.204	0.043	1.000	3.82	highly_constrained
ZCWPW1	5	1	GO	2	no	no	0		GO:0007059 (chromosome segregation)			no	55063	NM_001386010.1	0.814	0.647	0.000	2.04	moderate
ZNF597	5	1	STRING	1	yes	no	0				SMC5	no	146434	NM_152457.3	1.529	0.689	0.053	-0.46	unconstrained
